antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,publicado,tipodevendedor,titulo,lat,long
1,3,2,1,93,85000,,,Casa de Venta en Urbanización San Antonio,-2.0450266,-79.8688651
4,4,4,1,305,320000,,,"Casa de Venta en Urb. Portofino, Km 11.5 Via a La Costa, Cerca de Cc Laguna Plaza",-2.183122599999999,-79.9913879
A estrenar,4,4,2,584,615000,,,Peninsula Isla Mocoli Casa Al Lago,-2.1122977,-79.8583572
11,3,3,2,307,137000,,,Se Vende Casa Samanes 6 Norte de Guayaquil Conjunto Cerrado,-2.109927942870881,-79.90736184606322
5,3,3,2,568,600000,,,Hermosa Casa en Venta en Urbanizacion Palmar del Rio - Samborondon,-2.122867382391164,-79.86773684655759
A estrenar,0,0,0,450,550000,,,"Aires del Batán, Terreno y Proyecto de Casa",-2.076139559606788,-79.87213837462161
7,4,4,5,500,435000,,,"Venta Casa Urb. La Laguna Km 8, Via Samborondón, Cerca Centros Comerciales",-2.074309489902378,-79.8739819547119
2,3,2,2,161,145000,,,"Matices 2 Plantas, 3 Dorm. con 2 1/2 Baños, con o Sin Muebles",-2.058023480594859,-79.87513663389893
A estrenar,4,3,2,264,171000,,,Ciudad Celeste Etapa La Arboleda,-2.072857518388287,-79.84313750688477
18,3,3,2,540,1100000,,,"Samborondon Km 5 - Casa de 1 Piso - Vista Al Rio - 1'100,000",-2.111272962137116,-79.87122595727539
57,3,4,3,764,400000,,,Casa en Venta en Urdesa,-2.158405399999999,-79.9045771
2,3,3,2,640,1000000,,,Espectacular Casa Nueva en Lagos del Batan.,-2.083846048180317,-79.87252972803958
4,3,4,2,356,330000,,,"Casa en Venta de Oportunidad, Urb. Isla del Río, Isla Mocolí",-2.1043031,-79.86048310000001
8,3,2,1,218,240000,,,"Samborondon - Casa de 3 Dorm. - Us$240,000",-2.1301121,-79.865226
11,4,0,0,930,750000,,,"Hermosa Casa en Urb. El Rio Km. 2,5 Vía Samborondon",-2.125700399999999,-79.8632679
7,0,4,2,595,450000,,,"Lindisima Casa Minimalista, Rodeada de un Oasis.",-2.090821784347938,-79.87475233090822
22,3,3,2,300,255000,,,Hermosa y Cómoda Casa en Venta,-2.132157717728956,-79.8622032899745
6,0,4,2,287,475000,,,"Venda Casa Isla Mocoli con Piscina, 4 Dorm., Samborondón",-2.099934878612458,-79.8578470987091
10,3,4,2,375,235000,,,Casa en Venta en Santa María de Casa Grande Excelentes Acabados,-2.048720060964849,-79.89271186400146
A estrenar,3,3,2,182,252000,,,Casa - Guayaquil,-2.1924871,-79.9988177
A estrenar,4,3,0,300,430000,,,"Casa Venta en Isla Mocoli de Estreno, Diseño Vanguardista",-2.1043031,-79.8604831
15,4,4,1,325,270000,,,Linda Casa Urbanizacion Puerto Azul,-2.192116,-79.96683080000003
4,4,3,2,344,245000,,,Bosques de La Costa Vendo Casa 4 Dorm.,-2.1846933,-79.96989309999998
A estrenar,3,3,1,153,145000,,,Vendo Urb. Napoli de Estreno Casa Modelo Florencia 3 Dorm. y Jacuzzi Cerca C. C. El Dorado,-2.038467104826484,-79.87026215396725
A estrenar,0,3,2,154,155000,,,Vendo Casa en Urb. Napoli - Vía Salitre,-2.038467104826484,-79.87026215396725
15,4,3,2,240,240000,,,*vendo Acogedora Casa en Ceibos Norte,-2.1520073,-79.94305370000001
A estrenar,3,3,1,130,75000,,,Venta - Al Contado - Casa - Cdla Las Orquídeas,-2.0860551,-79.91385889999998
4,3,4,2,420,530000,,,"Bella Casa Nueva Al Lago, Relax Total, Lindas Areas Sociales",-2.106852447599299,-79.87214006137697
3,2,2,1,180,115000,,,En Venta Casa en Construcción Ciudadela El Condor,-2.1288112,-79.91087440000001
36,3,3,1,163,130000,,,Amplia Casa en Bimbambum Para Remodelación + Suitex,-2.1638839,-79.9278817
1,4,4,2,500,585000,,,Laguna del Sol Estrene Casa con Vista Al Lago - Enrique Rodríguez,-2.08392586,-79.86938533
A estrenar,3,3,1,257,129000,,,"Casa Ubicada en Mallorca Village, Km 6 Vía Samborondon, Salitre",-2.036956,-79.86867760000001
8,3,3,2,450,360000,,,"Samborondon Km 2 - Casa de 3 Dorm. - Us$360,000",-2.1363698,-79.86538359999997
40,2,2,2,200,168000,,,"Urdesa Central Casa de 2 Pisos, 2 Dorm 2 Parqueos - Uso Negocio Profesional",-2.160784641201352,-79.9083678597849
6,4,4,2,400,380000,,,Preciosa Casa en Samborondon - Zona de Alta Plusvalia,-2.114804813886345,-79.87142756616208
10,5,5,5,1300,1500000,,,Urdesa - Venta Suntuosa Casa Sin Amob - 5 Hab - Piscina - Areas Verdes,-2.162285609493887,-79.90832494444066
11,0,0,0,498,260000,,,"Casa en Venta, Kennedy Norte. 242 m² Terreno y 256 m² Construcción",-2.157912729299655,-79.90192989134971
15,3,3,0,320,160000,,,Hermosa y Amplia Casa en Bellavista,-2.184489165425502,-79.9115975846646
A estrenar,3,3,3,260,325000,,,Casa en Venta Villa 1 en Mocolí Gardens Vía a Samborondón,-2.10408866796623,-79.86041872698365
En construcción,3,3,2,593,515000,,,De Oportunidad Casa Nueva en Aires de Batan Samborondon,-2.0773404,-79.86969220000003
6,3,3,1,111,78000,,,"Venta de Casa 111 Mst2 en Urb. Casa Laguna, Vía a La Aurora",-2.0696478,-79.93587639999998
37,0,0,0,148,200000,,,Venta de Propiedad de Inversión,-2.2595518,-79.89566589999998
7,3,3,2,346,169000,,,Vendo y Alquiler de Comoda Casa Via a La Costa Casa Club,-2.184507969510139,-79.96279024183997
10,5,3,0,140,110000,,,Casa en Venta Santa Adriana de Lujo,-2.140806445693444,-79.91367520583498
16,0,8,4,1050,930000,,,Se Vende Hermosa Casa Tipo Villa Bifamiliar en Samborondon,-2.1538716,-79.86570970000002
10,3,3,2,240,160000,,,Venta de Casa en Urb. Terra Nostra,-2.187755427534175,-80.00024639947509
7,3,3,2,210,279900,,,Casa - Vía a La Costa,-2.3625197,-80.2949352
3,4,3,3,313,187000,,,Cómoda Casa de Cuatro Dorm. con Suficiente Espacio y Área Social Comunal con Piscina y Parque,-2.1875375,-79.98131660000001
2,5,5,3,850,1000000,,,Espectacular Casa en Riberas del Batan,-2.077826959361232,-79.89066627752686
6,4,4,2,400,440000,,,"Terrasol - Casa Vista Al Río - 4 Dorm. - Us$440,000",-2.088043,-79.86818370000003
2,3,3,2,180,145000,,,Venta de Casa Via Samborondon Via Salitre con Piscina - Mariuxi Rugel,-2.059297785363572,-79.87595557667271
A estrenar,3,3,2,450,630000,,,Linda Casa de Estreno en Mocoli,-2.098672889333189,-79.86270962155459
A estrenar,3,3,2,134,72000,,,Vendo Casa de Estreno - S. Ibañez,-2.062149511606544,-79.97582676499025
5,4,4,4,860,420000,,,Samborondón Urbanización Biblos Villa + Suite Independiente 1 Sola Planta,-2.1344185,-79.86374269999999
9,4,5,4,304,250000,,,Hermosa Casa en Belo Horizonte,-2.1874953,-79.9814136
4,3,3,2,108,74000,,,Venta Casa 2 Plantas 3 Dorm. c/u con Baño Malaga 2,-2.0206313,-79.86745050000002
12,3,3,2,300,190000,,,Vendo Casa en Via a La Costa,-2.189053159622116,-79.96679855051264
A estrenar,0,4,1,101,90000,,,"Venta Casa, Urb. La Joya, Etapa Platino Cerca Mix Center",-2.047608808656506,-79.91596917910766
3,3,3,1,200,280000,,,"Vendo Casa Moderna con 3 Dorm. Km 4 Vía Samborondón, Sector Privilegiado con Piscina Jacuzi",-2.157994,-79.8653094
50,0,4,8,764,230000,,,Vendo Casa Barrio Centenario Residencial Comercial Sur de Guayaquil Rosa Borja,-2.2212347,-79.88968549999998
5,2,2,2,90,70000,,,Casa Una Plata en La Joya,-2.038221649742185,-79.916951866626
A estrenar,2,2,2,546,111500,,,"El Lago de Capeira, Modelo Ventura",-1.987707812517585,-79.98500237404465
10,3,1,0,80,68000,,,"Casa en Venta en El Norte de Guayaquil, Sauces 7, 80 Mtr2",-2.135376246236513,-79.89045265396726
4,6,6,2,500,460000,,,Vendo Amplia Casa Mocoli Garden 500 Terr/350const.,-2.10408866796623,-79.86041872698365
A estrenar,4,3,2,185,215000,,,Colinas del Bosque Casa en Venta,-2.3839594,-80.35587520000001
6,4,4,2,625,595000,,,Venta Hermosa Casa en Samborondon,-2.059297785363572,-79.87595557667271
,1,2,3,108,118000,,,Urbanización Napoli Via a Salitre - Samborondón Casa de Estreno $118.000 Llamar,-2.036681883087718,-79.87056792579494
4,3,3,5,393,145000,,,Urbanor a 1 Cuadra de Av Las Aguas,-2.15905422583851,-79.91175979713574
20,3,0,2,260,195000,,,Vendo Departamento Lomas de Urdesa,-2.162031676150006,-79.9115901069153
2,3,4,4,790,250000,,,Se Vende Casa Oportunidad Urbanización Lago de Capeira Vía a Daule.,-2.0097204,-79.9658574
14,3,2,0,120,102000,,,"El Condado de Vicolinci - Casa de 3 Dorm. - Us$102,000",-2.0488494,-79.91148670000001
A estrenar,3,1,0,122,61000,,,"Casa en Venta en Villa del Rey, 2 Plantas, 3 Dorm. Palacio 2 B $61.000",-2.0151908,-79.92810070000002
3,4,4,3,1200,1150000,,,Vendo Casa de Lujo en Puerto Azul con Excelentes Acabados.,-2.189087318854507,-79.96221740055591
,0,0,0,224,110000,,,"Casa en Venta, Norte de Guayaquil, Miraflores Uso Comercial",-2.165758301058737,-79.92092605819704
2,0,0,0,855,585000,,,"Venta de Casa, Urbanización Arrecife, Vía Samborondón",-2.1476393,-79.88393050000002
4,3,4,2,580,540000,,,Magnifica Casa en Excelente Urbanizacion,-1.9606263,-79.72715099999999
2,3,3,2,560,575000,,,Venta Casa Moderna en Isla Mocoli - 3 Dorm.,-2.099487733731183,-79.86406145489809
A estrenar,4,4,2,290,525000,,,Vendo Casas Personalizadas en Proyecto en Aires del Batan,-2.0772653,-79.8734366
8,0,4,1,188,198000,,,Se Vende Linda Casa Belo Horizonte,-2.187779471895832,-79.9782656491821
3,3,2,2,110,82500,,,Casa - Norte de Guayaquil,-2.096867299999999,-79.8922369
12,3,3,1,200,145000,,,Ceibos Venta Casa de Dos Pisos con 3 Hab y Patio en Conj Resid,-2.164781802664503,-79.94567300696326
10,4,4,2,400,440000,,,Vendo Casa Samborondon Km9,-2.040030402207288,-79.83063697315708
6,3,3,1,140,107000,,,Casa en Venta en Urbanización Milan Vía a Samborondón,-2.038423304877551,-79.86963042766297
39,6,3,1,330,170000,,,"Casa con Tres Departamentos en Venta, Alborada 6ta - G. Sosa - K. Baquero",-2.142087,-79.90667630000002
9,2,2,0,126,96500,,,Vendo Casa en Bonaterra,-2.038091105662921,-79.8692991113922
10,5,5,3,900,1000000,,,Casa 5 Dorm. con Baño Vía Samborondón Piscina Vista Al Lago Vendo Alquilo,-2.092127924857719,-79.87316607929722
5,3,2,2,213,179000,,,Casa Vendo de Oportunidad Via a La Costa Urb. Bosques de La Costa - Mariuxi R.,-2.187874371975266,-80.00390314162024
A estrenar,4,4,2,450,550000,,,Vendo Casa de Estreno Aires de Batan $550.000,-2.03424049228928,-79.86265181995884
En construcción,3,4,2,200,155000,,,Venta de Casa Estreno Via La Costa Villas del Bosque,-2.2189483,-80.08494250000001
16,3,3,2,322,288000,,,Urbanización Las Riberas Vendo Casa,-2.1545699,-79.86590890000002
1,3,2,1,155,150000,,,Vendo Casa Via a La Costa Costabrisa de Estreno,-2.1945991,-80.05364279999998
A estrenar,4,3,3,360,480000,,,Casa en Venta en Laguna Club Vía Costa,-2.1831984,-79.9913825
5,5,5,5,1305,2200000,,,"Urb Castelago - Casa Vista Al Lago - us$2'200,000",-2.13202906082563,-79.86031501482802
20,4,4,0,467,280000,,,Se Vende Casa Amplia en Colinas de Los Ceibos - K. Padilla - P. Silva,-2.161106625501944,-79.94622488360596
En construcción,4,4,0,225,250000,,,Hermosa Casa Nueva Ciudad Celeste Etapa Peninsula,-2.066505034667965,-79.8425007481485
20,4,4,2,560,315000,,,"Vendo Casa Km 3 Vía Samborondon, Sector Uess, Piscina, Urb Cerrada.",-2.1326913,-79.865233
5,3,4,0,127,130000,,,Venta de Hermosa Casa Dos Plantas en Villa Club,-2.0383247,-79.89550839999998
15,4,4,2,160,229000,,,Venta de Casa en Garzota Norte de Guayaquil,-2.145849108190771,-79.89181088808289
4,5,0,2,295,295000,,,Casa en Samborondon Km 1 de 5 Dorm.,-2.2176762,-79.92387229999997
11,4,5,1,288,370000,,,En Venta - Ciudad Celeste: Espectacular Casa con Vista Al Lago (Amoblada),-2.07477802538599,-79.85594546938933
A estrenar,3,3,2,396,135000,,,El Lago de Capeira,-1.987707812517585,-79.98500237404465
En construcción,3,4,1,194,173000,,,Se Vende Linda Casa Puerto Azul. de Estreno!,-2.192116,-79.96683080000003
20,4,4,2,900,360000,,,Venta de Casa Amplia Urb. Las Cumbres,-2.156828033536438,-79.9446783206543
12,4,7,3,510,388000,,,"Vendo Casa Km 7 Via Samborondon, 4 Dorm, Piscina/3 Parqueos",-2.085503015388085,-79.87406778540037
40,6,6,6,1232,380000,,,De Oportunidad Venta de Amplia Casa en El Sector de Lomas de Urdesa en Guayaquil,-2.161141816406824,-79.9067272619713
20,7,4,0,190,108000,,,Casa Rentera en Venta Sauces III con Terraza,-2.1282671,-79.88676850000002
En construcción,0,4,2,530,440000,,,"Personaliza Tu Casa a Tu Gusto - 4 D - $440,000",-2.099487733731183,-79.86406145489809
4,3,3,0,153,160000,,,Hermosa Casa de Venta en La Urb. Romareda Etapa 1,-2.0605016,-79.90457709999998
4,3,4,2,350,360000,,,Vendo Casa Moderna en Samborondon,-2.099487733731183,-79.86406145489809
5,2,1,1,120,65000,,,Casa en Venta Una Planta Villaclub Km 12 Via Puntilla Aurora Dos Dorm.,-2.0383247,-79.89550839999998
1,4,4,2,484,570000,,,Isla Mocoli Arrecife Casa de Estreno - Enrique Rodríguez,-2.1133347,-79.8555825
3,0,2,2,127,125000,,,Napoli Casa 3 Dorm. con Piscina,-2.0366658,-79.87039089999996
15,5,6,2,300,290000,,,Vendo Hermosa Casa en Urb. Las Cumbres Bajo,-2.158250649207513,-79.94227667193604
4,3,3,2,141,130000,,,"Vendo Casa en Villa Club, Estapa Galaxia",-2.038807192064719,-79.89484321216429
A estrenar,3,3,3,262,360000,,,Casa en Venta Villa 5 en Mocolí Gardens en Vía a Samborondón,-2.104088667966229,-79.86041872698365
6,4,4,2,260,250000,,,Venta de Casa Amoblada con Piscina Urb. Ciudad Celestevía a Samborondon,-2.072482153948914,-79.8424739847946
5,0,0,0,246,150000,,,Casa en Venta Bello Horizonte,-2.187121238357555,-79.97772216796875
11,6,0,4,848,795000,,,Villa de 2 Plantas Ubicada en La Urbanización Palmar del Río,-2.1231067,-79.8709837
42,3,5,6,980,480000,,,Urdesa Comercial Vendo Hermosa Propiedad!,-2.16631007339852,-79.90787634498292
1,4,3,2,102,72000,,,Vende Casa de Oportunidad Para Inversión,-2.054356348170916,-79.91898879831388
40,5,5,5,760,380000,,,Venta Casa Amplia en Urdesa con Uso de Suelo Comercial,-2.166123793087345,-79.91167234129125
A estrenar,3,3,2,530,215000,,,"Santa Maria de Casa Grande, Casa en Proyecto",-2.046618551883384,-79.89449285078729
En construcción,4,4,2,347,580000,,,"Venta de Casa en Urb. Isla Mocoli, Arrecife Cerca de Plaza Lagos",-2.113334699999999,-79.8555825
A estrenar,6,7,3,521,529550,,,Casa Muy Buenos Acabados X Estrenar Precio $529.550 Isla Mocoli,-2.096240435268146,-79.86177056032716
10,3,2,1,109,85000,,,Ciudad Olimpo - Modelo Zeus,-2.2274719,-80.07724250000001
9,4,5,1,362,225000,,,Casa en Venta en Belo Horizonte,-2.1875375,-79.98131660000001
2,3,4,2,205,200000,,,Casa en Venta Via a La Costa Urb. Terranostra 4 Dorm. - Mariuxi Rugel,-2.187943427577207,-80.0219874296082
5,4,3,2,426,300000,,,Vendo Hermosa Casa con Piscina en Colinas de Los Ceibos,-2.164387438323206,-79.94552559341605
6,4,3,0,167,165000,,,Casa - Samborondón,-2.0693733,-79.8373155
A estrenar,4,5,2,510,595000,,,"Venta Casa Al Lago, Urb. Laguna del Sol, Vía Samborondón, Cerca Plaza Batán",-2.080773805194784,-79.87264689580081
2,0,0,0,1720,720000,,,"Casa en Venta, Vía Samborondón, El Río, 1.000 m de Terreno",-2.133914,-79.85978310000002
30,4,3,2,191,150000,,,"De Oportunidad, Casa en Entre Rios",-2.1489875,-79.86949400000003
,1,1,3,195,258000,,,Se Vende Hermosa Casa con Acabados Especiales en Ciudad Celeste,-2.0715709,-79.8422792
8,3,3,2,226,245000,,,Vendo Casa en Samborondón,-2.125473912571105,-79.86204938901369
9,3,3,2,200,295000,,,"Casa en Central Park con Acabados de Lujo (Usd$295,000)",-2.1294273,-79.8667337
5,3,3,1,350,270000,,,Vendo Casa Urbanizacion Porto Fino,-2.188421143637152,-80.0325491338993
20,0,4,1,253,284990,,,Venta/alquiler de Elegante Casa de Dos Pisos en Kennedy Norte,-2.154212377882243,-79.90188940593885
A estrenar,3,3,1,154,138000,,,Villa Club Etapa Magna Casa de Estreno con 3 Dorm. 153.78 m² de Construcción,-2.0296659,-79.90449319999999
30,10,5,1,477,290000,,,Vendo de Oportunidad Casa en Urdesa Central Corredor Comercial,-2.165798588383933,-79.91138044553827
14,4,4,4,500,230000,,,Venta Casa en El Sur 4 Dorm. con Amplio Patio,-2.2146989,-79.9213914
10,3,3,2,600,490000,,,Casa en Urb San Isidro - Samborondon,-2.0770664,-79.92848670000001
12,4,4,0,210,189000,,,"Casa en Venta/ Urbanizacion Puerto Azul, Vía a La Costa",-2.184593737819526,-79.99532007277259
A estrenar,3,3,1,180,160000,,,Alquiler o Venta Villa Urb. Costa Real,-2.200769,-80.06086089999997
4,4,6,2,230,234000,,,Ciudad Celeste Etapa La Marina,-2.069734210594222,-79.84123962858888
32,4,2,1,245,150000,,,Vendo Hermosa Casa en Los Almendros,-2.22976015880201,-79.89295682041018
,0,0,3,420,180000,,,"Vendo Casa Rentera en Calle Cuenca, Centro Sur de Guayaquil",-2.201465209615214,-79.89183564552457
30,7,5,4,450,200000,,,"Puerto Azul - Casa 6 Dorm. + Estudio - Us$200,000 Negocable",-2.18930173896435,-79.96872980404407
3,4,4,2,129,105000,,,Se Vende Hermosa Casa 4 Dorm. en Urbanización La Rioja,-2.055185,-79.93027689999997
En construcción,4,4,2,580,300000,,,Casas de Venta en Vía Samborondon - Isla Mocoli,-2.102416097091389,-79.86802547174989
6,4,4,4,1007,185000,,,Venta de Casa en Rancho Alegre Km 24 Vía a Daule,-1.98143669047759,-80.0011517720215
10,3,2,1,108,93000,,,Oportunidad! Linda Casa en Metrópolis 2 Cerca a La Plaza Tia,-2.0653775,-79.91703150000001
5,3,3,1,200,92000,,,Duran La Primavera Etapa Los Helechos Vendo Amplia y Preciosa Villa Dos Plantas,-2.168974,-79.83972069999999
5,5,5,2,387,275000,,,Casa en Venta Urb. Santa Maria de Casa Grande. Via Puntilla - Samborondon,-2.1539092,-79.8657291
10,4,0,0,767,335000,,,"Casa en Venta, Bosques del Salado, 347 m² Terreno y 420 m² Construcción",-2.1520509,-79.90422719999998
A estrenar,3,2,2,122,120000,,,"Casa de Venta de 3 Dorm. con Diseño Moderno, Urb. San Antonio.",-2.0450159,-79.8686237
5,4,4,2,231,248000,,,Casa Vendo en Via a La Costa Bosques de La Costa - Mariuxi Rugel,-2.184507969510139,-79.96279024183997
10,3,3,2,200,145000,,,Venta Casa Santa Maria Casa Grande 3 Dorm.,-2.132157717728956,-79.8622032899745
1,4,5,0,230,210000,,,En Venta Casa en Urb. Acuarelas del Río - J. Moncada,-2.1346815,-79.8842826
En construcción,4,4,2,290,435000,,,Vendo Hermosos Proyectos de Casas con Excelente Precio en Pacifica,-2.1043031,-79.8604831
2,0,0,0,420,250000,,,"Casa en Venta, Urdenor, Norte de Guayaquil, 120 m² de Terreno",-2.145646015560829,-79.90256588424381
7,4,5,4,375,599000,,,"Venta Casa Laguna Club, Via a La Costa 4 Dorm.",-2.182737160914642,-79.98857202432862
20,4,5,2,170,140000,,,"Vendo Casa Esquinera en Guayacanes, 4 Dorm, 2 Parqueos.",-2.117758759982687,-79.8963536602356
A estrenar,3,3,1,96,62707,,,Villa Bonita Modelo Violeta Oportunidad!,-2.06308521795463,-79.9662429616211
A estrenar,4,3,3,230,235000,,,Ciudad Celeste Diagonal Al Club,-2.072820196756992,-79.83663207482391
En construcción,4,3,2,466,300000,,,Casa en Venta Isla Mocoli Via Samborondon Primeros Kilóm,-2.105081252988366,-79.8578470987091
11,4,4,0,335,250000,,,En Venta Casa en Urb. Puerto Azúl - Vía La Costa - I. Alarcón,-2.186680450956173,-79.97113306325991
7,4,4,1,280,320000,,,Casa Minimalista con Acabados Lindos en Km 6 Via Samborondon Al Pie de La Via,-2.2177318,-79.92393179999999
15,4,4,2,252,190000,,,"Puerto Azul - Casa 4 Dorm. - Us$190,000",-2.192116,-79.96683080000003
3,4,4,2,454,450000,,,Venta Casa 4 Dorm. Via Samborondon Km 7,-2.132157717728956,-79.8622032899745
7,3,3,2,121,95000,,,"Venta de Casa en Buen Estado. Urb San Antonio, Cerca del C. C. El Dorado",-2.0450159,-79.8686237
11,3,3,2,542,335000,,,Casa en Venta en El Álamo en El Km 2.5 Vía Samborondón,-2.1294425,-79.8692337
15,4,5,2,450,200000,,,"Colinas de Los Ceibos, Vendo Casa de 4 Dorm.",-2.164687631387573,-79.94498915161307
En construcción,3,5,1,439,380000,,,Vendo Proyecto Casa Una Planta en Mocoli,-2.102442901125957,-79.8670732875496
5,5,5,4,600,490000,,,Via a La Costa Portofino Casa 4 Dorm. Oportunidad,-2.185299588983019,-79.9853671863869
10,4,5,2,328,280000,,,Casa en Venta Km 2 1/2 Via a Samborondon,-2.1402906,-79.86425680000002
A estrenar,4,4,0,540,850000,,,Batan Al Lago - Samborondon Elegante Casa a Estrenar,-2.111083748018044,-79.87084865070835
15,1,2,2,996,890000,,,Gran Casa Para Toda La Familia,-2.154707078854302,-79.90115339183984
10,3,2,1,154,115000,,,Venta de Hermosa Casa en Urbanizacion Fuentes del Rio. 2 Pisos. 3dorm.,-2.05864326417536,-79.87140617619627
12,4,5,5,2345,685000,,,Vendo Casa de Una Planta en Samborondon,-2.1955813,-79.91576680000003
3,3,2,1,130,95000,,,Urbanización Cataluña Casa con 3 Dorm. 111.58 m² de Construcción,-2.043800049378354,-79.87068854390259
A estrenar,4,5,2,225,269000,,,Vendo Proyecto de Casa en Isla Celeste,-2.062302060575132,-79.83520513962799
A estrenar,3,3,2,176,267000,,,Venta de Casa en Urbanizacion Portofino 3 Dorm.,-2.183065,-79.981516
29,0,0,0,182,73000,,,Casa en Venta Sur de Guayaquil,-2.2025402,-79.90671939999999
4,4,3,1,180,164900,,,Hermosa Casa Cceleste La Cristalina 4 Dorm.,-2.073659197271514,-79.84677773342196
4,3,3,0,161,198000,,,"Casa en Venta, Urbanización Puerto Azul, Vía a La Costa",-2.192116,-79.96683080000003
